5.138701e-01	1.757413e-01	83.159472	-52.005325
3.086515e-01	5.345339e-01	-239.886241	334.541939
9.476279e-01	1.717363e-01	24.811282	-194.362304
7.022312e-01	2.264307e-01	19.875567	-527.555381
4.947734e-01	1.247203e-01	134.622572	21.465686
8.389880e-02	3.896471e-01	-274.306470	221.307740
2.772258e-01	3.680707e-01	-173.388331	446.398274
9.834372e-01	5.353979e-01	-28.558638	-37.205035
7.656819e-01	6.464732e-01	-70.892387	-297.826970
7.671388e-01	7.802369e-01	22.028635	-224.420178
8.229514e-01	1.519323e-01	57.798686	-557.805059
6.254767e-01	3.146848e-01	-61.354804	-345.554477
3.469011e-01	9.172045e-01	202.281127	109.274082
5.197599e-01	4.011542e-01	-149.051844	-53.629414
6.067584e-01	7.854022e-01	35.329341	-138.434251
9.315229e-01	8.699211e-01	41.285145	-70.553920
8.665247e-01	6.745203e-01	-39.162153	-211.473115
7.583996e-01	5.818935e-01	-103.716847	-332.967858
3.892477e-01	3.556347e-01	-135.578076	295.357447
2.002321e-01	8.269268e-01	133.532078	187.955080
4.159033e-01	4.635219e-01	-206.660407	200.315430
9.791630e-01	1.264365e-01	23.036718	-85.069008
2.126367e-01	9.584514e-01	272.351884	90.784453
7.374629e-01	4.090565e-01	-105.166963	-427.087845
7.801131e-01	7.578993e-01	5.601210	-234.315478
9.568418e-01	2.809603e-02	46.848134	-229.398981
3.187275e-01	7.569342e-01	10.551970	217.169998
2.429950e-01	5.895422e-01	-227.943309	329.067767
4.342443e-02	9.560250e-01	386.043940	25.894095
3.191331e-01	5.935982e-02	225.485278	690.772143
4.418761e-01	9.150198e-01	176.252070	48.226755
5.722473e-01	1.188380e-01	124.235117	-289.996501
5.697710e-01	2.520481e-01	-2.186648	-225.798490
4.958579e-01	2.367340e-01	15.798290	14.153993
4.769609e-01	4.060932e-01	-161.979906	62.051551
8.729976e-01	4.269633e-01	-74.859349	-299.282441
3.582181e-01	3.819878e-01	-169.290928	345.659400
4.317986e-02	1.605872e-01	213.948823	164.224639
5.223514e-01	6.965810e-01	-60.137140	-38.139464
9.710048e-02	4.008466e-01	-280.984875	248.229012
7.734318e-01	2.448270e-01	3.731944	-531.710964
3.428244e-01	2.299938e-01	29.389554	458.521057
2.978773e-01	3.045459e-01	-83.788215	471.895286
8.872065e-01	3.666942e-02	76.307397	-536.216699
