 2.45242550E+06, -1.12708277731740E-01,-4.04194947240700E-01,-2.04217366992470E-01,-6.38866099044190E-01,+2.83302329614580E-01,+1.67886623956240E-01,-3.57390180794130E-01,-8.70422832056900E-01,-3.77366110358440E-01,-4.28561507999330E-01,+1.40221574474031E+00,+6.54729865013270E-01,-2.04658434065179E+00,+4.40164095049179E+00,+1.93649870565239E+00,+1.86807582673949E+00,+8.21091078578607E+00,+3.31105948293000E+00,+1.65684040202536E+01,-1.01720729671039E+01,-4.68952447329759E+00,+1.90071954207582E+01,-2.14199708697034E+01,-9.24044250239803E+00,-7.17431687160861E+00,-2.88591176075126E+01,-6.84389920588865E+00,-3.55872396551930E-01,-8.72306175843320E-01,-3.78377207119480E-01
 2.45242650E+06, -9.09028670843900E-02,-4.07584227731310E-01,-2.08289164210970E-01,-6.47907004202890E-01,+2.66465371851340E-01,+1.60883964383990E-01,-3.41524964421060E-01,-8.75926153661800E-01,-3.79751611837060E-01,-4.41499802265150E-01,+1.39972205209403E+00,+6.53935797102470E-01,-2.05362669367354E+00,+4.39918256979890E+00,+1.93561643431931E+00,+1.86231292222533E+00,+8.21187006163451E+00,+3.31170364699985E+00,+1.65705699457917E+01,-1.01692467806461E+01,-4.68831718218404E+00,+1.90096005520113E+01,-2.14180985546124E+01,-9.23973604482768E+00,-7.17121131999342E+00,-2.88599888790360E+01,-6.84510923936935E+00,-3.39562103747880E-01,-8.77466850475970E-01,-3.80650342635270E-01
 2.45242750E+06, -6.88328017066900E-02,-4.09786825802260E-01,-2.11754525557670E-01,-6.56431699024100E-01,+2.49416114419450E-01,+1.53753123984800E-01,-3.25561654569740E-01,-8.81181738434730E-01,-3.82029843507350E-01,-4.54406607481950E-01,+1.39712852378891E+00,+6.53095086426890E-01,-2.06066478300316E+00,+4.39671506381445E+00,+1.93473014772315E+00,+1.85654927305195E+00,+8.21282604190158E+00,+3.31234648189313E+00,+1.65727352633552E+01,-1.01664202269298E+01,-4.68710972160130E+00,+1.90120054820520E+01,-2.14162260158264E+01,-9.23902949087923E+00,-7.16810568819405E+00,-2.88608598589388E+01,-6.84631920558967E+00,-3.23248797102310E-01,-8.82305943603690E-01,-3.82773044753370E-01
 2.45242850E+06, -4.65619857156600E-02,-4.10794109830870E-01,-2.14602213042930E-01,-6.64433513082760E-01,+2.32168187125520E-01,+1.46499812567130E-01,-3.09504657591140E-01,-8.86187950440320E-01,-3.84200106820030E-01,-4.67281063324780E-01,+1.39443553053287E+00,+6.52207879762120E-01,-2.06769859494689E+00,+4.39423843960920E+00,+1.93383984856216E+00,+1.85078488151722E+00,+8.21377872616855E+00,+3.31298798733924E+00,+1.65748999728767E+01,-1.01635933060183E+01,-4.68590209157591E+00,+1.90144102108593E+01,-2.14143532533194E+01,-9.23832284053990E+00,-7.16499997623978E+00,-2.88617305471771E+01,-6.84752910451940E+00,-3.06950685829100E-01,-8.86843079386240E-01,-3.84752951146520E-01
 2.45242950E+06, -2.41549039417100E-02,-4.10598755499480E-01,-2.16821626771460E-01,-6.71906203284060E-01,+2.14735374390740E-01,+1.39129836543410E-01,-2.93358459401880E-01,-8.90943210301390E-01,-3.86261721629410E-01,-4.80122314615400E-01,+1.39164344767450E+00,+6.51274326151510E-01,-2.07472811582674E+00,+4.39175270426970E+00,+1.93294553954180E+00,+1.84501974991830E+00,+8.21472811401815E+00,+3.31362816306819E+00,+1.65770640742874E+01,-1.01607660179749E+01,-4.68469429213433E+00,+1.90168147384110E+01,-2.14124802670655E+01,-9.23761609379688E+00,-7.16189418416111E+00,-2.88626009437068E+01,-6.84873893612824E+00,-2.90681240835780E-01,-8.91098973744270E-01,-3.86598670092460E-01
 2.45243050E+06, -1.67678889608000E-03,-4.09194763122530E-01,-2.18402796882030E-01,-6.78843958690190E-01,+1.97131603517260E-01,+1.31649093956600E-01,-2.77127621655500E-01,-8.95446002161440E-01,-3.88214029627070E-01,-4.92929511322160E-01,+1.38875265514741E+00,+6.50294576880650E-01,-2.08175333198049E+00,+4.38925786489820E+00,+1.93204722337464E+00,+1.83925388055154E+00,+8.21567420503450E+00,+3.31426700881063E+00,+1.65792275675174E+01,-1.01579383628631E+01,-4.68348632330303E+00,+1.90192190646837E+01,-2.14106070570388E+01,-9.23690925063731E+00,-7.15878831198980E+00,-2.88634710484840E+01,-6.84994870038587E+00,-2.74449409022640E-01,-8.95094884789600E-01,-3.88319508479870E-01
 2.45243150E+06, +2.08062078240800E-02,-4.06577496496790E-01,-2.19336386523920E-01,-6.85241404949600E-01,+1.79370932849140E-01,+1.24063569434210E-01,-2.60816779342120E-01,-8.99694879022040E-01,-3.90056396894110E-01,-5.05701808559420E-01,+1.38576353741536E+00,+6.49268785452160E-01,-2.08877422976182E+00,+4.38675392861266E+00,+1.93114490278042E+00,+1.83348727571244E+00,+8.21661699880314E+00,+3.31490452429784E+00,+1.65813904524954E+01,-1.01551103407464E+01,-4.68227818510842E+00,+1.90216231896526E+01,-2.14087336232137E+01,-9.23620231104831E+00,-7.15568235975888E+00,-2.88643408614651E+01,-6.85115839726198E+00,-2.58259711531890E-01,-8.98852194255620E-01,-3.89925270987220E-01
 2.45243250E+06, +4.32268400214600E-02,-4.02743744264540E-01,-2.19613706432680E-01,-6.91093608325650E-01,+1.61467539840450E-01,+1.16379329075160E-01,-2.44430640138700E-01,-9.03688467958100E-01,-3.91788216226570E-01,-5.18438366586440E-01,+1.38267648341798E+00,+6.48197107560810E-01,-2.09579079554037E+00,+4.38424090254659E+00,+1.93023858048597E+00,+1.82771993769558E+00,+8.21755649491091E+00,+3.31554070926170E+00,+1.65835527291489E+01,-1.01522819516886E+01,-4.68106987757694E+00,+1.90240271132917E+01,-2.14068599655644E+01,-9.23549527501701E+00,-7.15257632750277E+00,-2.88652103826063E+01,-6.85236802672619E+00,-2.42112199759280E-01,-9.02391997709150E-01,-3.91426077207540E-01
 2.45243350E+06, +6.55165877093300E-02,-3.97691805116460E-01,-2.19226741859140E-01,-6.96396079322190E-01,+1.43435709042750E-01,+1.08602515274890E-01,-2.27973985093180E-01,-9.07425476565280E-01,-3.93408909893900E-01,-5.31138350805710E-01,+1.37949188651725E+00,+6.47079701068920E-01,-2.10280301570172E+00,+4.38171879384904E+00,+1.92932825922521E+00,+1.82195186879467E+00,+8.21849269294599E+00,+3.31617556343466E+00,+1.65857143974040E+01,-1.01494531957534E+01,-4.67986140073502E+00,+1.90264308355736E+01,-2.14049860840656E+01,-9.23478814253052E+00,-7.14947021525723E+00,-2.88660796118642E+01,-6.85357758874820E+00,-2.26002303031510E-01,-9.05734593456110E-01,-3.92832143066330E-01
 2.45243450E+06, +8.76054748510500E-02,-3.91421598514700E-01,-2.18168192811790E-01,-7.01144775904230E-01,+1.25289820024460E-01,+1.00739341494170E-01,-2.11451669572570E-01,-9.10904701666330E-01,-3.94917933405850E-01,-5.43800931760830E-01,+1.37621014444464E+00,+6.45916725982030E-01,-2.10981087664747E+00,+4.37918760968451E+00,+1.92841394173910E+00,+1.81618307130246E+00,+8.21942559249780E+00,+3.31680908654976E+00,+1.65878754571854E+01,-1.01466240730050E+01,-4.67865275460915E+00,+1.90288343564693E+01,-2.14031119786920E+01,-9.23408091357600E+00,-7.14636402305940E+00,-2.88669485491956E+01,-6.85478708329769E+00,-2.09920654951050E-01,-9.08898786635990E-01,-3.94153479751280E-01
 2.45243550E+06, +1.09421884876770E-01,-3.83934802989870E-01,-2.16431528797620E-01,-7.05336106312080E-01,+1.07044335234570E-01,+9.27960869771700E-02,-1.94868622855550E-01,-9.14125040763790E-01,-3.96314780670980E-01,-5.56425285133950E-01,+1.37283165924898E+00,+6.44708344424930E-01,-2.11681436479525E+00,+4.37664735723284E+00,+1.92749563077561E+00,+1.81041354751076E+00,+8.22035519315694E+00,+3.31744127834055E+00,+1.65900359084165E+01,-1.01437945835078E+01,-4.67744393922584E+00,+1.90312376759487E+01,-2.14012376494188E+01,-9.23337358814067E+00,-7.14325775094782E+00,-2.88678171945576E+01,-6.85599651034442E+00,-1.93853030083170E-01,-9.11900968861870E-01,-3.95399478977970E-01
 2.45243650E+06, +1.30892375159280E-01,-3.75235024457510E-01,-2.14011059490340E-01,-7.08966931468170E-01,+8.87137878228900E-02,+8.47790914242000E-02,-1.78229844422320E-01,-9.17085505945040E-01,-3.97598990605730E-01,-5.69010591742880E-01,+1.36935683724492E+00,+6.43454720618000E-01,-2.12381346657886E+00,+4.37409804368918E+00,+1.92657332908967E+00,+1.80464329971031E+00,+8.22128149451519E+00,+3.31807213854113E+00,+1.65921957510192E+01,-1.01409647273266E+01,-4.67623495461172E+00,+1.90336407939800E+01,-2.13993630962215E+01,-9.23266616621182E+00,-7.14015139896254E+00,-2.88686855479076E+01,-6.85720586985822E+00,-1.77780549299970E-01,-9.14753997286080E-01,-3.96578379802230E-01
 2.45243750E+06, +1.51941492071820E-01,-3.65327997408370E-01,-2.10902023018960E-01,-7.12034566975970E-01,+7.03127694293700E-02,+7.66947496246900E-02,-1.61540395084770E-01,-9.19785238992900E-01,-3.98770154808260E-01,-5.81556037537560E-01,+1.36578608896218E+00,+6.42156020853770E-01,-2.13080816844829E+00,+4.37153967626383E+00,+1.92564703944319E+00,+1.79887233019079E+00,+8.22220449616538E+00,+3.31870166688608E+00,+1.65943549849139E+01,-1.01381345045266E+01,-4.67502580079350E+00,+1.90360437105300E+01,-2.13974883190758E+01,-9.23195864777683E+00,-7.13704496714514E+00,-2.88695536092034E+01,-6.85841516180903E+00,-1.61680304741360E-01,-9.17465974437360E-01,-3.97696648330070E-01
