Fri Dec 19 19:55:57 2008
"time","K","Pa"
"12/19-19:55:57",5.056000,4.909000,45.870000,-0.000000
"12/19-19:56:02",5.055000,4.908000,45.870000,-0.000000
"12/19-19:56:07",5.055000,4.908000,45.870000,-0.000000
"12/19-19:56:12",5.055000,4.908000,45.871000,-0.000000
"12/19-19:56:17",5.055000,4.908000,45.872000,-0.000000
"12/19-19:56:23",5.055000,4.909000,45.871000,-0.000000
"12/19-19:56:28",5.055000,4.909000,45.868000,-0.000000
"12/19-19:56:33",5.054000,4.908000,45.868000,-0.000000
"12/19-19:56:38",5.055000,4.908000,45.869000,-0.000000
"12/19-19:56:43",5.054000,4.907000,45.870000,-0.000000
"12/19-19:56:48",5.054000,4.907000,45.869000,-0.000000
