10.000000	1.123970e+16	3.411603e+17
10.500000	1.141706e+16	3.135683e+17
11.000000	1.160846e+16	2.911852e+17
11.500000	1.181149e+16	2.727953e+17
12.000000	1.202425e+16	2.575190e+17
12.500000	1.224526e+16	2.447072e+17
13.000000	1.247329e+16	2.338727e+17
13.500000	1.270736e+16	2.246437e+17
14.000000	1.294668e+16	2.167325e+17
14.500000	1.319056e+16	2.099133e+17
15.000000	1.343844e+16	2.040073e+17
15.500000	1.368986e+16	1.988709e+17
16.000000	1.394441e+16	1.943877e+17
16.500000	1.420175e+16	1.904626e+17
17.000000	1.446158e+16	1.870172e+17
17.500000	1.472366e+16	1.839865e+17
18.000000	1.498775e+16	1.813159e+17
18.500000	1.525367e+16	1.789595e+17
19.000000	1.552124e+16	1.768785e+17
19.500000	1.579033e+16	1.750396e+17
20.000000	1.606079e+16	1.734144e+17
20.500000	1.633251e+16	1.719785e+17
21.000000	1.660538e+16	1.707108e+17
21.500000	1.687932e+16	1.695928e+17
22.000000	1.715425e+16	1.686084e+17
22.500000	1.743007e+16	1.677437e+17
23.000000	1.770674e+16	1.669864e+17
23.500000	1.798418e+16	1.663255e+17
24.000000	1.826234e+16	1.657514e+17
24.500000	1.854118e+16	1.652557e+17
25.000000	1.882064e+16	1.648307e+17
25.500000	1.910069e+16	1.644696e+17
26.000000	1.938129e+16	1.641665e+17
26.500000	1.966240e+16	1.639160e+17
27.000000	1.994399e+16	1.637131e+17
27.500000	2.022603e+16	1.635536e+17
28.000000	2.050850e+16	1.634335e+17
28.500000	2.079137e+16	1.633492e+17
29.000000	2.107462e+16	1.632976e+17
29.500000	2.135822e+16	1.632757e+17
30.000000	2.164216e+16	1.632809e+17
