10.000000	4.437111e+16	3.411603e+17
10.500000	4.506816e+16	3.135683e+17
11.000000	4.582080e+16	2.911852e+17
11.500000	4.661950e+16	2.727953e+17
12.000000	4.745675e+16	2.575190e+17
12.500000	4.832662e+16	2.447072e+17
13.000000	4.922432e+16	2.338727e+17
13.500000	5.014596e+16	2.246437e+17
14.000000	5.108833e+16	2.167325e+17
14.500000	5.204878e+16	2.099133e+17
15.000000	5.302509e+16	2.040073e+17
15.500000	5.401539e+16	1.988709e+17
16.000000	5.501809e+16	1.943877e+17
16.500000	5.603183e+16	1.904626e+17
17.000000	5.705545e+16	1.870172e+17
17.500000	5.808794e+16	1.839865e+17
18.000000	5.912843e+16	1.813159e+17
18.500000	6.017614e+16	1.789595e+17
19.000000	6.123042e+16	1.768785e+17
19.500000	6.229066e+16	1.750396e+17
20.000000	6.335636e+16	1.734144e+17
20.500000	6.442705e+16	1.719785e+17
21.000000	6.550231e+16	1.707108e+17
21.500000	6.658178e+16	1.695928e+17
22.000000	6.766514e+16	1.686084e+17
22.500000	6.875208e+16	1.677437e+17
23.000000	6.984234e+16	1.669864e+17
23.500000	7.093568e+16	1.663255e+17
24.000000	7.203187e+16	1.657514e+17
24.500000	7.313073e+16	1.652557e+17
25.000000	7.423208e+16	1.648307e+17
25.500000	7.533574e+16	1.644696e+17
26.000000	7.644157e+16	1.641665e+17
26.500000	7.754943e+16	1.639160e+17
27.000000	7.865919e+16	1.637131e+17
27.500000	7.977075e+16	1.635536e+17
28.000000	8.088399e+16	1.634335e+17
28.500000	8.199881e+16	1.633492e+17
29.000000	8.311512e+16	1.632976e+17
29.500000	8.423285e+16	1.632757e+17
30.000000	8.535190e+16	1.632809e+17
