  99.00	  -0.01
  98.00	   0.37
  97.00	   0.79
  96.00	  -0.36
  95.00	  -0.16
  94.00	  -0.14
  93.00	  -0.02
  92.00	   0.29
  91.00	   1.14
  90.00	   0.83
  89.00	  -1.38
  88.00	  -0.87
  87.00	   0.34
  86.00	  -0.69
  85.00	   0.73
  84.00	   0.10
  83.00	  -0.29
  82.00	  -1.75
  81.00	  -1.44
  80.00	  -1.25
  79.00	  -1.50
  78.00	   0.07
  77.00	   0.88
  76.00	   1.13
  75.00	   0.27
  74.00	   0.08
  73.00	  -0.16
  72.00	   0.21
  71.00	  -0.18
  70.00	  -0.17
  69.00	  -0.19
  68.00	  -0.18
  67.00	  -0.44
  66.00	  -0.70
  65.00	  -1.53
  64.00	  -0.33
  63.00	   0.04
  62.00	  -0.03
  61.00	   0.41
  60.00	   0.69
  59.00	  -0.09
  58.00	   0.09
  57.00	  -1.15
  56.00	  -1.80
  55.00	  -0.63
  54.00	   0.13
  53.00	   0.59
  52.00	   0.73
  51.00	   0.40
  50.00	   1.46
  49.00	   1.42
  48.00	   0.75
  47.00	   2.99
  46.00	   5.20
  45.00	   4.82
  44.00	   3.55
  43.00	   0.97
  42.00	   1.49
  41.00	   1.75
  40.00	   1.10
  39.00	   1.72
  38.00	   1.37
  37.00	   0.86
  36.00	   1.44
  35.00	   1.96
  34.00	   2.32
  33.00	   5.18
  32.00	   6.50
  31.00	   4.77
  30.00	   2.05
  29.00	   0.99
  28.00	   0.88
  27.00	   0.36
  26.00	  -0.28
  25.00	  -0.91
  24.00	  -0.81
  23.00	   0.29
  22.00	   1.30
  21.00	   1.18
  20.00	   0.38
  19.00	  -0.85
  18.00	  -1.36
  17.00	   0.31
  16.00	  -0.05
  15.00	   1.51
  14.00	   3.57
  13.00	   3.15
  12.00	   1.26
  11.00	  -0.59
  10.00	  -0.69
   9.00	   0.09
   8.00	  -0.61
   7.00	  -0.06
   6.00	  -0.15
   5.00	  -0.70
   4.00	  -0.94
   3.00	  -1.13
   2.00	  -1.67
   1.00	   0.13
   0.00	   0.03
